shipment_id,origin_city,destination_city,carrier,scheduled_dispatch_date,actual_dispatch_date,scheduled_arrival_date,actual_arrival_date,weight_kg,volume_m3,distance_km,transit_time_hours,fuel_cost_usd,delay_hours,status,customer_rating
SHP001108,Kolkata,Delhi,fastship,2026-04-21,2026-04-23,2026-04-21 09:43:27.293575,,154.388757722778,0.5367737359124707,430.0729549929409,8.103540179465094,24.078697771521455,,Delayed,4.0
SHP003971,Lucknow,Delhi,FastShip ,2026-03-28,2026-03-27,2026-03-30 04:17:43.253495,2026-03-29 11:41:29.858978,213.81717514000772,0.8262063081881896,1634.0717264976988,43.579456827471574,88.39259806281804,-16.60372069916667,Delivered,2.0
SHP000334,Chennai,Lucknow,ecotrans,2026-04-02,2026-04-03,2026-04-02 08:48:00.027171,2026-04-02 08:27:56.299986,1127.3714918080836,5.320938857489575,257.11370891815807,7.3333396228101115,12.695123171106873,-0.33436866249999997,Delivered,4.0
SHP003065,Delhi,Hyderabad,EcoTrans ,2026-02-13,2026-02-15,2026-02-13 22:37:22.068362,2026-02-13 22:19:16.361509,685.3596741537035,4.006107686256868,685.1093462811511,18.85233063933191,34.37224862631181,-0.30158523694444445,In Transit,3.0
SHP000502,Delhi,Pune,fastship,2026-06-08,2026-06-09,2026-06-09 08:14:59.639491,2026-06-09 01:58:48.531947,392.3240027074766,1.3188016751239189,966.4472650348374,26.874916548895925,53.583788410969824,-6.269752095555555,Delivered,4.0
SHP002093,Jaipur,Mumbai,FastShip,2026-06-03,2026-06-02,2026-06-04 10:19:55.666963,2026-06-04 19:30:05.595118,478.2775948572172,3.111898600912326,990.2565280036756,28.610108093331256,60.26941918397618,9.1694244875,Delivered,3.0
SHP003254,Jaipur,Hyderabad,EcoTrans ,2026-03-15,2026-03-17,2026-03-15 12:57:33.629080,2026-03-15 10:30:03.749600,202.06286403327545,0.64356276123023,598.7069159086889,10.799451175976168,32.18936759290473,-2.4582998555555555,In Transit,1.0
SHP001478,Pune,Lucknow,globalline,2026-06-01,2026-06-01,2026-06-02 02:35:23.272242,,667.5107883139742,2.037885385306913,1419.8600131653513,22.158164870827505,73.86984379805496,,Delivered,3.0
SHP004450,Kolkata,Ahmedabad,fastship,2026-06-17,2026-06-17,2026-06-17 21:20:00.852628,2026-06-17 11:43:29.703294,169.4008848988508,0.7127107520746584,891.3593448544078,17.77797514526143,44.12759656248309,-9.608652592777778,Cancelled,2.0
SHP002548,Ahmedabad,Bangalore,fastship,2026-03-03,2026-03-05,2026-03-05 01:17:32.875940,2026-03-04 22:12:20.456083,827.5672658241625,3.4022914209356725,1774.0646448546197,41.077054615689875,83.88370734767801,-3.0867832936111115,In Transit,4.0
SHP002842,Kolkata,Chennai,FastShip ,2026-06-22,2026-06-23,2026-06-22 12:49:37.360537,2026-06-22 10:02:26.507108,294.66016072281525,0.9161873599679218,421.6640654157486,10.68920382799132,16.718219822149486,-2.7863481747222223,In Transit,5.0
SHP001159,Jaipur,Lucknow,GlobalLine,2026-02-10,2026-02-09,2026-02-10 21:43:22.339626,2026-02-10 11:27:50.447790,407.87570861705274,1.4789839247414194,1080.9102821350525,18.102393431922028,56.51183447634145,-10.258858843333334,Cancelled,2.0
SHP004669,Delhi,Jaipur,ecotrans,2026-05-11,2026-05-11,2026-05-12 13:31:21.305604,2026-05-12 15:43:27.029402,2908.239096216194,9.980108085174491,1104.164993908083,31.268820741628637,69.91429754011715,2.201589943888889,In Transit,5.0
SHP000860,Kolkata,Delhi,EcoTrans ,2026-05-19,2026-05-19,2026-05-23 09:13:18.167306,2026-05-21 04:01:55.647288,1794.4697629207517,7.183810326053992,711.2894822145198,87.6847609505044,40.2064178330557,-53.18958889388889,Delivered,4.0
SHP002687,Delhi,Kolkata,FastShip,2026-04-16,2026-04-16,2026-04-16 15:22:46.073172,2026-04-16 16:08:28.819422,175.698718981245,0.7060506582884424,711.6949387925008,12.816220641691531,36.347159008901514,0.7618739583333334,Cancelled,5.0
SHP004480,Lucknow,Pune,globalline,2026-05-26,2026-05-26,2026-05-28 22:26:12.659831,2026-05-28 05:44:39.500443,1930.454077042499,12.515415935205088,2874.40382707141,58.69737496078399,,-16.692544274444444,In Transit,4.0
SHP003571,Kolkata,Chennai,EcoTrans,2026-04-24,2026-04-24,2026-04-24 04:49:38.315374,,168.78752723588838,0.6387078644905277,162.11859220607514,4.022758188483756,15.114152005161586,,Cancelled,1.0
SHP001336,Pune,Delhi,globalline,2026-01-10,2026-01-12,2026-01-10 06:45:30.139746,2026-01-10 05:14:35.711305,4553.741897800673,14.636789745661932,303.48556904309237,5.631976793077214,26.98188323270218,-1.5151190113888888,Cancelled,
SHP003687,Lucknow,Delhi,EcoTrans,2026-06-19,2026-06-19,2026-06-19 14:35:08.020501,2026-06-19 09:39:14.936945,76.44100603833212,0.24159951342798106,407.63064678486097,12.154634375345427,19.278010044695993,-4.931412098888889,Delivered,5.0
SHP002446,Jaipur,Mumbai,FastShip ,2026-05-21,2026-05-20,2026-05-21 13:16:48.233577,2026-05-21 12:00:47.939809,399.51490220640886,1.7648926575352333,462.0190725093685,11.0667207355176,21.37075508361647,-1.2667482688888887,Delivered,4.0
SHP002537,Mumbai,Bangalore,GlobalLine,2026-04-27,2026-04-27,2026-04-27 21:40:11.338794,2026-04-27 20:30:23.094464,351.0933367653618,1.91557120153297,880.5484460491735,18.05818027642668,40.791851772845874,-1.1634012027777778,Delivered,
SHP002084,Bangalore,Hyderabad,GlobalLine,2026-02-21,2026-02-22,2026-02-25 11:49:11.214375,2026-02-23 21:18:40.255756,322.62230074593015,0.9922850196480841,737.0916841231528,89.84981814229411,25.189033190724274,-38.50859961638889,Delayed,3.0
SHP001808,Pune,Pune,FastShip ,2026-03-05,2026-03-05,2026-03-06 20:51:00.348563,2026-03-06 17:53:26.587306,531.6103308444211,1.9471859689136277,1680.5978588444243,37.37508068578647,89.27421144916684,-2.9593781269444444,Delivered,1.0
SHP002585,Bangalore,Lucknow,EcoTrans ,2026-02-10,2026-02-12,2026-02-10 07:10:02.572094,2026-02-10 06:29:27.641012,99.12165531800085,0.37814134352024287,339.2406247499296,5.972817614244985,20.91809067514334,-0.676369745,Delivered,4.0
SHP003631,Kolkata,Pune,FastShip,2026-05-22,2026-05-22,2026-05-22 21:28:46.938415,2026-05-22 21:32:54.189417,355.2445743912378,1.4808745822936646,700.128024967975,17.89975426273456,36.86482738205974,0.06868083388888889,In Transit,4.0
SHP004120,Lucknow,Delhi,globalline,2026-02-23,2026-02-23,2026-02-23 20:39:37.012758,2026-02-23 14:48:54.310820,312.62431873533,1.9107920046031532,728.0804240784859,17.216901101460596,41.54069484075459,-5.845194982777778,Delivered,3.0
SHP000297,Delhi,Chennai,ecotrans,2026-06-07,2026-06-07,2026-06-07 19:15:32.052235,2026-06-07 14:53:31.316714,498.5567845454952,2.0751767204453917,571.6848618441511,16.049086165475508,33.996905547034345,-4.366870978055556,Delayed,4.0
SHP002101,Ahmedabad,Pune,GlobalLine,2026-05-12,2026-05-14,2026-05-12 14:25:28.809541,2026-05-12 16:03:21.732567,310.2535915187613,1.3933538915200905,780.6957192386883,12.02055776420178,43.565766200069746,1.6313675072222222,Cancelled,5.0
SHP001785,Lucknow,Delhi,FastShip ,2026-04-19,2026-04-19,2026-04-19 09:47:40.390481,2026-04-19 07:48:31.824021,547.0273232443299,2.826345515560374,534.9079439782282,8.162127426246855,27.319854288005878,-1.9857129055555556,Cancelled,
SHP002395,Jaipur,Hyderabad,FastShip,2026-04-18,2026-04-20,2026-04-18 13:32:19.399194,2026-04-18 11:26:23.882484,847.6122235864327,3.090537928437653,791.45315081873,11.282268332029266,40.56167288276671,-2.0987546416666665,In Transit,2.0
SHP000394,Chennai,Hyderabad,fastship,2026-06-06,2026-06-08,2026-06-07 08:16:56.418785,2026-06-07 05:47:30.144517,345.11793333174177,2.0900910020724237,1802.4138971321381,26.901948792738246,84.5101068974075,-2.4906317411111107,Cancelled,3.0
SHP001570,Bangalore,Chennai,ecotrans,2026-03-18,2026-03-18,2026-03-19 00:06:15.746963,2026-03-18 20:52:48.377874,55.83206638751314,0.19579938015751736,809.4073649947131,20.08697846363206,43.13470927476686,-3.224269191388889,Delivered,4.0
SHP000682,Delhi,Lucknow,EcoTrans,2026-04-18,2026-04-18,2026-04-18 08:16:43.720478,2026-04-18 07:37:05.780495,373.2023149026691,1.111509844013817,433.19656849729296,6.899009369941755,20.96427205316849,-0.6605388841666667,Delivered,4.0
SHP002723,Delhi,Delhi,globalline,2026-01-10,2026-01-10,2026-01-11 05:36:10.496895,2026-01-11 06:30:07.405046,727.5032704915773,2.096085916637694,1447.5078062969565,24.66909650357379,65.21516670937481,0.8991411530555555,In Transit,3.0
SHP002358,Hyderabad,Chennai,EcoTrans,2026-04-04,2026-04-05,2026-04-04 17:44:43.539355,2026-04-04 12:44:07.704404,231.5659861669673,0.8537785621483631,641.0967463916754,14.78785633226347,27.906872906244136,-5.009954153055555,In Transit,3.0
SHP003925,Kolkata,Jaipur,EcoTrans ,2026-03-22,2026-03-21,2026-03-22 05:33:28.330945,2026-03-22 03:49:44.334203,192.94935739257656,1.0143109807781872,312.3096805504892,4.631558089180829,20.710127019131466,-1.7288879838888889,Delivered,4.0
SHP002330,Kolkata,Pune,EcoTrans,2026-01-18,2026-01-18,2026-01-19 13:14:19.878826,2026-01-18 21:29:55.411806,94.61426467893656,0.4708031709066731,1245.1213787018778,31.032379357893497,64.84031058491172,-15.740129727777777,Cancelled,5.0
SHP003348,Delhi,Kolkata,EcoTrans,2026-01-14,2026-01-14,2026-01-14 21:52:06.960549,,567.2280816691662,3.450137484130575,918.20369405988,18.223833460457847,53.717052620049856,,Delivered,3.0
SHP002896,Hyderabad,Mumbai,EcoTrans,2026-04-17,2026-04-18,2026-04-18 01:00:05.623330,2026-04-17 22:27:35.027436,910.6801318409211,3.508244076786774,1016.5174244665112,20.834635030134837,52.978605173728575,-2.5418321927777776,Cancelled,3.0
SHP000080,Kolkata,Mumbai,FastShip,2026-02-22,2026-02-22,2026-02-25 05:01:39.419171,2026-02-25 14:43:28.681985,146.39061513221898,0.9398682044727424,2290.324420670188,64.18968036357315,113.46353007412908,9.697017448333334,Delivered,
SHP000743,Chennai,Bangalore,FastShip,2026-06-03,2026-06-04,2026-06-03 11:27:57.638008,2026-06-03 08:46:35.408238,1074.5958664283442,4.084623859090919,553.7030506352153,9.555008798202268,36.39018175363057,-2.6895082694444445,In Transit,4.0
SHP002654,Bangalore,Pune,FastShip ,2026-05-06,2026-05-06,2026-05-06 12:45:32.990526,2026-05-06 11:45:37.278984,332.9177629252872,0.9808827448002394,608.932130220574,10.632636695791573,36.19659648194353,-0.9988087616666667,Delivered,3.0
SHP000200,Mumbai,Lucknow,EcoTrans,2026-03-09,2026-03-08,2026-03-09 07:10:04.993494,2026-03-09 05:39:49.168581,888.4999844513998,4.448219119515188,308.0323055082032,5.973378123510315,24.682414197484512,-1.5043958091666667,Delivered,3.0
SHP004544,Pune,Pune,GlobalLine,2026-01-19,2026-01-19,2026-01-21 06:22:46.802677,2026-01-21 07:31:39.164602,295.4964445714181,1.735239198908684,1757.404433455231,45.31638950859751,89.02617339979436,1.1478783125,Cancelled,3.0
SHP004491,Mumbai,Lucknow,EcoTrans,2026-02-23,2026-02-22,2026-02-23 14:18:34.864186,2026-02-23 12:37:36.141296,433.48003048825313,1.4849680702108985,775.2168321366191,11.924737080168127,31.88974868340924,-1.6829785805555555,Delivered,3.0
SHP000430,Kolkata,Pune,globalline,2026-04-01,2026-03-31,2026-04-02 00:29:39.090711,2026-04-01 18:15:51.696574,149.22746336778945,0.46191993801985987,893.5580563303633,20.411826553410723,43.57699231242364,-6.229831704722222,In Transit,4.0
SHP003559,Mumbai,Ahmedabad,EcoTrans,2026-06-10,2026-06-10,2026-06-10 15:24:57.687378,2026-06-10 13:26:42.906975,628.269342811005,1.956697664179415,584.6204179127848,12.846686892994018,28.472098132491205,-1.9707723341666665,Delivered,2.0
SHP004852,Lucknow,Pune,EcoTrans ,2026-02-19,2026-02-21,2026-02-19 14:44:09.485630,2026-02-19 13:53:03.675798,388.6326525166956,1.2398976899006806,722.861221611589,12.279973525508723,43.47576810637446,-0.8516138422222223,Delayed,3.0
SHP000180,Chennai,Delhi,EcoTrans ,2026-04-21,2026-04-21,2026-04-22 16:28:07.186599,2026-04-22 04:43:37.690623,327.390571979955,1.228969974540772,1959.7344527332102,33.72388578689792,102.84472152556404,-11.74152666,Delayed,4.0
SHP000066,Hyderabad,Ahmedabad,fastship,2026-03-04,2026-03-03,2026-03-04 09:15:49.281578,2026-03-04 06:41:39.149975,983.0639618068859,5.897199259171651,285.8655900163968,7.719741105975763,17.813945252423636,-2.569481000833333,In Transit,4.0
SHP004282,Kolkata,Bangalore,FastShip ,2026-05-05,2026-05-05,2026-05-05 18:47:07.403217,2026-05-05 18:18:41.625416,292.7562940366028,1.8291851719668346,825.3563748602071,15.654491485472297,41.225642931627945,-0.47382716694444443,In Transit,5.0
SHP004859,Pune,Kolkata,fastship,2026-01-03,2026-01-05,2026-01-03 17:35:22.014684,2026-01-03 08:38:47.717508,158.37885372633568,0.6758645450586195,623.4075318093034,14.657873769521595,32.178020621978135,-8.942860326666667,Delivered,5.0
SHP000765,Kolkata,Mumbai,fastship,2026-05-02,2026-05-02,2026-05-02 07:41:07.812533,2026-05-02 05:32:20.128068,94.19081109392519,0.2693023546838427,345.80497356345086,6.404586234522375,18.031306887730093,-10.126118850809537,Delivered,3.0
SHP002590,Lucknow,Delhi,GlobalLine,2026-06-03,2026-06-05,2026-06-03 15:30:04.165004,2026-06-03 17:24:29.442253,305.2292689124358,1.0014211127756967,770.9863150739325,12.91763078786053,35.78193164856541,1.9070214580555556,Delayed,
SHP004055,Jaipur,Lucknow,EcoTrans,2026-05-09,2026-05-10,2026-05-10 16:19:25.809154,2026-05-10 12:51:21.294671,479.3647288155131,1.8428405219824202,1269.938617920948,33.60319656352731,62.874277637723836,-3.4679206897222223,Delivered,1.0
SHP004323,Pune,Mumbai,EcoTrans,2026-05-31,2026-05-31,2026-05-31 11:21:48.657644,2026-05-31 07:38:53.629197,187.53334959720485,0.5957916704962676,453.7104615970771,9.469596676943436,26.613160214657572,-3.7152856797222222,Delivered,4.0
SHP000882,Lucknow,Ahmedabad,FastShip ,2026-03-09,2026-03-11,2026-03-09 23:37:12.743737,2026-03-10 04:53:15.207212,274.18667251180034,0.8082442845275661,886.7974232427265,19.683505494587514,50.79608308925566,5.267350965277778,Delivered,3.0
SHP001169,Bangalore,Bangalore,ecotrans,2026-02-25,2026-02-27,2026-02-25 10:51:06.087374,2026-02-25 10:09:32.779282,86.23540368704256,0.5284730469477129,364.098946559026,9.043075781117732,16.47360111601636,-0.6925855811111111,In Transit,3.0
SHP004507,Lucknow,Ahmedabad,GlobalLine,2026-03-16,2026-03-15,2026-03-16 16:46:55.626817,2026-03-16 07:40:02.394961,178.76196721121283,0.8203052261529186,626.1308922172336,13.985098800139733,35.256467238687335,-42.125869388048216,Delivered,4.0
SHP003041,Pune,Pune,FastShip ,2026-04-03,2026-04-03,2026-04-03 19:36:39.880536,2026-04-03 14:02:49.624781,5697.32219163741,27.118602749616365,647.9882715655973,16.342564938994016,42.216219498882076,-5.563959931944444,Delivered,
SHP002171,Mumbai,Hyderabad,FastShip,2026-02-28,2026-02-27,2026-03-01 05:18:09.317558,2026-03-01 04:38:50.955446,778.629229772564,2.372887754670869,1081.2977195093831,24.41882350871522,60.70980155466742,-0.6551005866666666,Cancelled,3.0
SHP003738,Kolkata,Pune,ecotrans,2026-01-22,2026-01-22,2026-01-22 23:14:48.315276,2026-01-22 21:26:04.863779,106.90257651783716,0.3328470662429869,701.3348221120748,19.372295202682213,38.72649425213015,-1.8120698602777778,Delivered,4.0
SHP001913,Ahmedabad,Chennai,EcoTrans ,2026-01-14,2026-01-16,2026-01-14 20:10:34.459359,2026-01-14 15:55:50.042623,871.8367055982369,4.645362143340632,832.2992431239024,16.813532259036656,44.75014582520749,-4.245671315555556,Delivered,4.0
SHP000030,Pune,Delhi,fastship,2026-06-26,2026-06-26,2026-06-27 02:53:32.703940,2026-06-27 01:10:43.166670,876.7673962584262,5.255517257608142,794.8797170823126,22.410348134311047,42.9628830131259,-1.7137603527777778,Delivered,5.0
SHP000585,Chennai,Kolkata,globalline,2026-06-25,2026-06-25,2026-06-26 02:17:20.977376,2026-06-25 23:53:04.882020,681.2189683141917,2.517159619556093,1141.660605584494,21.90763365187853,66.88767899458375,-2.404470932222222,Delivered,4.0
SHP000473,Hyderabad,Chennai,FastShip ,2026-03-05,2026-03-07,2026-03-05 15:31:26.689472,2026-03-05 12:13:24.227420,702.8489529471537,2.7205070148008135,640.2669861545971,12.936733674056127,30.385545739797685,-3.3006839033333337,Delivered,3.0
SHP000492,Lucknow,Delhi,fastship,2026-06-22,2026-06-22,2026-06-23 22:24:44.384941,2026-06-23 22:57:53.003849,1666.7391278912019,6.062571272923332,1476.3970775656521,38.676940958460634,78.39987511227366,0.5523941411111111,Cancelled,3.0
SHP002975,Jaipur,Bangalore,EcoTrans,2026-04-26,2026-04-26,2026-04-26 18:26:24.919937,2026-04-26 14:42:36.609637,173.8998401729435,0.5269799056117338,821.5616289226515,15.366879615003652,40.12679845701395,-3.730086194444444,Cancelled,3.0
SHP002122,Mumbai,Mumbai,ecotrans,2026-04-04,2026-04-03,2026-04-04 11:26:02.145160,2026-04-04 07:32:55.698040,3355.4205687872227,15.423593639163686,594.2969061434443,9.528274342518854,37.02367621762095,-3.8851242000000004,Delivered,4.0
SHP002878,Pune,Kolkata,ecotrans,2026-01-09,2026-01-10,2026-01-09 14:36:47.067160,2026-01-09 14:08:15.473815,361.54546958761904,1.23203314100562,497.49635308145076,12.177561842514573,23.294941241614165,-0.4754425958333333,Delivered,5.0
SHP000554,Ahmedabad,Hyderabad,ecotrans,2026-01-15,2026-01-15,2026-01-15 17:57:54.140767,,57.64754234128452,0.18200915723473543,760.9212289435077,14.970865918200778,43.88054016395991,,Delivered,3.0
SHP000799,Ahmedabad,Pune,FastShip ,2026-06-03,2026-06-03,2026-06-04 01:41:59.799989,,111.78429324808603,0.31980908433962474,1100.806441327627,21.416620367930495,50.76053374031512,,Cancelled,
SHP001171,Pune,Hyderabad,EcoTrans,2026-06-10,2026-06-10,2026-06-10 10:01:34.690581,2026-06-10 04:53:39.142651,733.0784296201266,2.9170284894094176,497.80560248319796,8.355252449373378,17.208027907359742,-5.132096647222222,In Transit,4.0
SHP000725,Bangalore,Mumbai,GlobalLine,2026-05-22,2026-05-23,2026-05-22 09:50:09.306235,2026-05-22 08:19:22.075134,365.7109522991125,1.3628468625577947,343.31148538385514,8.196598665483833,20.737512199434214,-1.5131197502777778,Delivered,3.0
SHP002488,Bangalore,Pune,ecotrans,2026-02-12,2026-02-12,2026-02-12 22:49:48.782340,2026-02-12 21:51:44.985103,80000.0,325.61706683912547,736.5713669825403,19.02518109728818,207.0861156695549,-0.9677214547222223,Delivered,3.0
SHP001213,Jaipur,Chennai,EcoTrans,2026-03-14,2026-03-15,2026-03-14 15:31:16.350604,2026-03-14 09:56:04.397527,269.94675825052855,1.14733665625416,609.0423997738948,12.93434041751397,28.924894652013588,-5.586653632499999,Cancelled,3.0
SHP001434,Jaipur,Bangalore,ecotrans,2026-01-10,2026-01-10,2026-01-10 05:29:38.666488,2026-01-10 04:59:08.657033,948.0581937746814,3.155660573557085,279.6796026557109,4.578395020369938,21.460767964025518,-0.5083359597222222,Delivered,2.0
SHP003198,Mumbai,Lucknow,EcoTrans ,2026-04-10,2026-04-10,2026-04-10 05:02:11.353751,2026-04-10 04:11:41.692586,460.12659172169725,1.3176011536461372,237.14079260685492,4.197072627637471,5.177952626908596,-0.8415725458333333,Delivered,4.0
SHP001182,Kolkata,Pune,ecotrans,2026-01-27,2026-01-27,2026-01-28 01:07:20.951996,2026-01-27 20:00:13.937634,349.7027028547669,1.1076845082066347,876.5777401928855,20.93540555454959,41.09991782740316,-5.118615100555556,Delivered,5.0
SHP000024,Chennai,Kolkata,EcoTrans,2026-04-06,2026-04-06,2026-04-06 17:31:49.805832,2026-04-06 21:00:31.376398,223.14886554311866,1.1913745594192444,945.8786239051743,14.608751349900894,52.356041968054726,3.4782140461111113,Delivered,4.0
SHP002260,Jaipur,Ahmedabad,GlobalLine,2026-06-24,2026-06-24,2026-06-24 15:08:04.669394,2026-06-24 11:15:37.895063,187.9587922200437,0.5774114650131893,632.6729102635642,12.6121919892688,23.64970073865554,-3.8741039808333335,In Transit,
SHP003989,Pune,Chennai,EcoTrans ,2026-06-25,2026-06-25,2026-06-25 04:12:45.850979,2026-06-25 02:33:09.392118,864.2413626910541,2.545498873297281,198.15388147276613,3.510613652573729,5.889099430546926,-1.660127461388889,In Transit,
SHP000169,Delhi,Chennai,GlobalLine,2026-06-15,2026-06-17,2026-06-16 03:15:39.774135,2026-06-16 05:53:04.963210,871.1120800232632,2.589469454076477,772.4986106248914,22.717540309131735,33.15968345097302,2.6236636319444444,Delayed,5.0
SHP003606,Chennai,Pune,fastship,2026-05-22,2026-05-22,2026-05-22 06:47:11.872676,2026-05-22 07:04:11.126381,252.56224741839603,1.1100895559040895,389.1436472135295,5.6555260823380875,,0.2831260291666667,Delayed,5.0
SHP001593,Mumbai,Ahmedabad,GlobalLine,2026-04-21,2026-04-21,2026-04-21 23:22:32.284332,2026-04-21 19:44:08.899320,1357.6091574157654,3.9007457850366394,802.4899976143619,19.479695447164467,47.15515712557586,-3.63982917,Delivered,5.0
SHP002987,Pune,Hyderabad,FastShip ,2026-03-02,2026-03-03,2026-03-02 07:51:28.466001,2026-03-02 08:58:13.022698,790.0809535192024,3.5853517285473235,277.7484685212388,6.548256018686581,20.224510250604197,1.1123768602777777,Delivered,4.0
SHP004565,Jaipur,Pune,FastShip ,2026-01-28,2026-01-28,2026-01-28 13:09:56.158488,2026-01-28 11:30:46.758085,170.19966251798274,0.9211588608556048,627.2677394041514,10.971332983404913,31.050284661580832,-1.6526112230555554,Delivered,5.0
SHP004222,Lucknow,Jaipur,ecotrans,2026-05-19,2026-05-21,2026-05-19 22:36:31.950741,2026-05-19 18:55:37.869631,676.5632107110278,2.303069583388934,722.9990503232201,18.840729338244103,38.68925331573815,-3.681689197222222,Delivered,3.0
SHP000228,Ahmedabad,Jaipur,globalline,2026-02-13,2026-02-12,2026-02-13 00:49:29.899362,2026-02-13 00:43:50.530692,330.6029323262287,1.8647794809104625,292.3986796347953,0.687476704260824,11.26276700654357,-0.09426907500000001,Delivered,3.0
SHP001421,Bangalore,Bangalore,fastship,2026-05-17,2026-05-17,2026-05-17 10:09:34.769456,2026-05-17 11:21:36.468916,501.61892831996204,2.9176505120802423,387.1469785001381,8.466381818600727,17.45028011118177,1.2004720722222222,Cancelled,3.0
SHP004196,Pune,Bangalore,FastShip ,2026-06-02,2026-06-02,2026-06-02 04:28:58.042035,2026-06-02 03:33:17.579731,874.4568195154272,5.719226689335371,172.96104982438663,3.7356578784626424,13.109205363856663,-0.9279061955555556,Delivered,5.0
SHP002747,Kolkata,Mumbai,EcoTrans ,2026-04-26,2026-04-26,2026-04-27 17:53:45.371942,2026-04-27 04:27:22.807735,1111.1362734074094,4.173945457578189,1378.7470323018758,34.91328054213863,72.10851223154053,-13.439601168611112,Delayed,3.0
SHP001533,Hyderabad,Ahmedabad,ecotrans,2026-03-16,2026-03-17,2026-03-16 13:42:08.967822,,322.6603636646031,1.189580818521823,548.3689778443464,11.418742551382538,37.982290296940285,,Delayed,1.0
SHP003917,Kolkata,Pune,GlobalLine,2026-03-10,2026-03-10,2026-03-10 22:58:21.059399,2026-03-10 15:55:09.660375,768.9568720697007,3.992313325635601,901.3072458187764,19.143763749878296,44.07838486004173,-7.0531663955555555,Cancelled,1.0
SHP004326,Hyderabad,Chennai,FastShip,2026-02-25,2026-02-25,2026-02-25 14:00:56.069133,2026-02-25 12:30:22.768100,159.50394166224544,0.5130586986429677,445.23549326397045,11.679645632570752,25.962923073127627,-1.5092502869444444,Delivered,4.0
SHP000843,Lucknow,Hyderabad,ecotrans,2026-06-29,2026-06-30,2026-07-01 09:49:24.838267,2026-07-01 06:39:34.689189,209.44051914062214,0.7824104549056438,1873.8228490022182,48.186305154288824,90.77407806450464,-3.1639302994444445,Delivered,
