shipment_id,origin_city,destination_city,carrier,scheduled_dispatch_date,actual_dispatch_date,scheduled_arrival_date,actual_arrival_date,weight_kg,volume_m3,distance_km,transit_time_hours,fuel_cost_usd,delay_hours,status,customer_rating
SHP004063,Kolkata,Lucknow,Globalline,2026-01-03,2026-01-03,2026-01-04 01:24:16.325244,2026-01-03 19:10:21.408514,0.10305934667624028,0.4108379840918844,-0.12634387666056374,0.0682861990585329,0.10232505752849898,-0.6109367549362955,Delayed,1.0
SHP003408,Chennai,Ahmedabad,Globalline,2026-01-03,2026-01-03,2026-01-03 10:11:40.253294,2026-01-03 06:37:22.368758,-0.562045217788421,-0.33782064004446705,-0.48490244165831126,-0.5808519057209137,-0.4432198454761975,0.02570984567065786,In Transit,4.0
SHP002223,Jaipur,Hyderabad,Fastship,2026-01-03,2026-01-03,2026-01-04 08:28:49.386805,2026-01-03 23:45:18.769300,-0.7746610412949961,-0.7786029350447321,0.44025621227158157,0.3702716102814635,0.29985807420994576,-1.2076090090035814,In Transit,1.0
SHP002544,Chennai,Ahmedabad,Globalline,2026-01-03,2026-01-03,2026-01-03 15:47:07.980463,2026-01-03 17:59:05.182721,-0.8118011087370821,-0.7524715528130006,-0.343812697270898,-0.3422359093041073,-0.21647652636491202,1.350000480688524,Delayed,3.0
SHP002491,Pune,Kolkata,Ecotrans,2026-01-03,2026-01-03,2026-01-03 22:06:11.739420,2026-01-03 19:31:35.630058,-0.878315923413378,-0.8331515319899631,-0.3629022753520848,-0.07260662329061691,-0.3485438182740824,0.2638133564946164,In Transit,4.0
SHP002355,Bangalore,Mumbai,Globalline,2026-01-03,2026-01-03,2026-01-03 06:37:35.921071,2026-01-03 03:47:30.352068,-0.1978810543379598,0.1609333362575353,-1.0463903581417056,-0.7331226070240443,-1.38495422211989,0.20202622778320492,Delivered,3.0
SHP004927,Lucknow,Bangalore,Ecotrans,2026-01-02,2026-01-03,2026-01-04 18:18:50.593858,2026-01-03 23:36:51.861456,-0.888188159225682,-0.8177586366632087,2.2497563558868876,1.8142357569167435,2.162866589577854,-2.3754234253671918,In Transit,4.0
SHP001080,Jaipur,Lucknow,Fastship,2026-01-03,2026-01-03,2026-01-03 18:13:49.141380,2026-01-03 17:01:22.088750,3.1437304915716977,2.7968330968779034,-0.40097568310762133,-0.23789736356459482,-0.38357128551391945,0.5914792919388571,In Transit,2.0
SHP000806,Ahmedabad,Ahmedabad,Ecotrans,2026-01-03,2026-01-03,2026-01-03 14:24:56.846036,2026-01-03 09:59:04.412603,0.5798165803950472,0.11724187054962872,-0.010079160609373682,-0.40069494667992916,0.07724953708952069,-0.18000461740918164,Delivered,1.0
SHP001366,Kolkata,Mumbai,Ecotrans,2026-01-03,2026-01-03,2026-01-03 19:57:40.197953,2026-01-03 14:13:21.540423,-0.6509249524086071,-0.6297821488464581,0.5717926402549823,-0.16402763350331304,0.49203148506515565,-0.49285744199576886,In Transit,3.0
SHP001820,Hyderabad,Pune,Fastship,2026-01-03,2026-01-03,2026-01-03 21:28:44.758793,2026-01-03 18:31:41.286902,1.1049639776841775,0.7445018040161937,0.24430296863398848,-0.09924477853741193,0.12973620212445625,0.17424554921393873,Delivered,2.0
SHP004850,Pune,Jaipur,Globalline,2026-01-03,2026-01-03,2026-01-03 15:50:04.638015,2026-01-03 09:51:49.608388,0.7978204305256373,1.1258013623701943,-0.30131304700520656,-0.34014161830621453,-0.2535362568323333,-0.5484564461143047,Delayed,5.0
SHP003764,Jaipur,Hyderabad,Globalline,2026-01-03,2026-01-03,2026-01-03 13:07:08.878962,2026-01-03 13:19:52.833019,1.6661551434419848,2.768458938054963,-0.7253307338181244,-0.45603411166433144,-0.602531166837455,0.9312406049473405,Cancelled,3.0
SHP000705,Jaipur,Lucknow,Fastship,2026-01-04,2026-01-04,2026-01-04 07:40:21.910353,2026-01-04 05:02:12.432829,-0.3142870742337677,-0.2223564327822003,-0.7929690820307697,-0.6884764690093621,-0.7220087214040133,0.2496294097078282,Delayed,4.0
SHP004736,Kolkata,Jaipur,Fastship,2026-01-04,2026-01-04,2026-01-05 01:49:23.524583,2026-01-04 20:05:29.133145,0.20887849033567174,0.1105992020780276,0.2475678104966614,0.08615418132740414,0.30924865098919085,-0.49124431961413,Delivered,4.0
SHP003008,Hyderabad,Kolkata,Ecotrans,2026-01-04,2026-01-04,2026-01-06 04:13:32.752391,2026-01-05 04:14:05.013623,0.005110903897376151,0.3354427482671002,1.7226006550943547,1.2129712338040206,1.960440945835229,-2.3754234253671918,In Transit,3.0
SHP000060,Delhi,Lucknow,Globalline,2026-01-05,2026-01-04,2026-01-05 15:27:18.691090,2026-01-05 12:15:47.216803,0.4044824088521298,1.0647643924913894,-0.2935064360628794,-0.3563350406371816,-0.1991963669132638,0.11654387676072295,Delivered,3.0
SHP000828,Lucknow,Chennai,Ecotrans,2026-01-04,2026-01-04,2026-01-04 14:36:25.094892,2026-01-04 12:29:39.418751,-0.3510574760352593,-0.44945887928601447,-0.6957492722315952,-0.392535695248183,-0.7070957602373379,0.3748577395715408,Delivered,5.0
SHP001345,Delhi,Ahmedabad,Ecotrans,2026-01-04,2026-01-04,2026-01-06 09:23:24.218279,2026-01-05 16:50:46.958697,0.5071923873107406,0.09845852787117267,1.5650436488574981,1.4333747160508452,1.8254890719400367,-2.3754234253671918,In Transit,3.0
SHP000213,Jaipur,Delhi,Fastship,2026-01-04,2026-01-04,2026-01-04 08:24:33.224653,2026-01-04 04:59:21.856564,-0.6480422914136914,-0.6035478606299959,-0.9271401667225009,-0.6570449020924023,-0.6313577540581958,0.06204029033349636,Delivered,2.0
SHP003039,Jaipur,Delhi,Ecotrans,2026-01-04,2026-01-04,2026-01-06 03:38:39.576006,2026-01-05 18:38:35.034328,0.6352730450238759,0.6663274984442994,1.2946486544911895,1.1881564415299777,1.0993817809806445,-1.2736815075797026,In Transit,4.0
SHP001530,Lucknow,Pune,Ecotrans,2026-01-04,2026-01-04,2026-01-04 20:50:04.655670,2026-01-04 13:31:33.339060,0.006407199889534641,-0.12323376874042714,0.09575294424840149,-0.1267498074909787,0.22583364472500106,-0.8686258548791082,Delivered,3.0
SHP000009,Delhi,Lucknow,Fastship,2026-01-04,2026-01-04,2026-01-04 11:11:50.609570,2026-01-04 11:18:14.381530,-0.7101609772457097,-0.7178390657275812,-0.6190626285035856,-0.5380508108434424,-0.5988350020222827,0.9059674686809392,In Transit,3.0
SHP003839,Jaipur,Jaipur,Globalline,2026-01-04,2026-01-04,2026-01-04 13:34:17.048437,2026-01-04 10:55:18.052294,-0.6961102635029921,-0.6368475275968136,-0.752233766555467,-0.4367320176723055,-1.211739985241351,0.24633759029921723,Delayed,3.0
SHP002511,Bangalore,Bangalore,Ecotrans,2026-01-05,2026-01-04,2026-01-05 22:44:28.434738,2026-01-06 01:50:31.998626,0.22365318872643655,0.6550720609667944,-0.012404829235995386,-0.04537909594612811,-0.2618709434324028,1.350000480688524,Delayed,3.0
SHP002645,Jaipur,Delhi,Fastship,2026-01-04,2026-01-04,2026-01-04 08:28:08.191093,2026-01-04 09:23:20.805907,-0.358289367053325,-0.5034237433907665,-1.0756070371983293,-0.6544964558102971,-0.5896636472949197,1.1006663909503311,In Transit,3.4301601423487544
SHP002379,Jaipur,Ahmedabad,Ecotrans,2026-01-04,2026-01-04,2026-01-05 03:46:20.599916,2026-01-05 06:14:57.565346,-0.1033938890401269,-0.2650535378656782,0.018596518014429155,0.16934223373476168,0.17844454145545544,1.350000480688524,Delivered,4.0
SHP002135,Bangalore,Mumbai,Globalline,2026-01-05,2026-01-04,2026-01-05 12:59:44.821518,2026-01-05 10:35:38.607349,-0.4655896080691233,-0.5095920595721258,-0.25366770094852065,-0.4612984521714302,-0.1191324723694821,0.30568651983360456,Delivered,1.0
SHP000291,Bangalore,Hyderabad,Ecotrans,2026-01-04,2026-01-04,2026-01-04 18:32:41.495570,2026-01-04 12:57:19.360220,-0.44673809292253425,-0.2600113265864342,-0.3368523391684273,-0.2244732038904693,-0.4752980677402257,-0.4571913802004217,Delivered,2.0
SHP003145,Pune,Chennai,Ecotrans,2026-01-05,2026-01-05,2026-01-05 18:06:14.586994,2026-01-05 16:49:51.407906,-0.8060370944614568,-0.7553071803297258,-0.15642129611741667,-0.24328614625749276,-0.5464588765383525,0.5757824556169282,Delivered,4.0
SHP001311,Bangalore,Lucknow,Fastship,2026-01-05,2026-01-05,2026-01-06 11:47:45.917342,2026-01-06 16:41:12.691240,2.8154631262116667,2.4278858420499794,0.38138627285239074,0.511780241833755,0.2641467182295334,1.350000480688524,Delayed,5.0
SHP001476,Hyderabad,Ahmedabad,Fastship,2026-01-06,2026-01-05,2026-01-07 05:28:36.792521,2026-01-07 00:45:15.154332,0.3325061254958853,0.23901412898027224,0.5783400002958168,0.24208734302041462,0.936329018440017,-0.24975197000412577,Delayed,3.0
SHP000964,Lucknow,Jaipur,Ecotrans,2026-01-05,2026-01-05,2026-01-05 20:34:52.778710,2026-01-05 19:45:14.550516,0.3076793897980062,-0.024736831668171,-0.24711160910183266,-0.137560189988713,-0.4061656229823205,0.682473809483979,Delivered,1.0
SHP003212,Hyderabad,Mumbai,Globalline,2026-01-05,2026-01-05,2026-01-06 01:49:49.809775,2026-01-05 22:43:48.116664,-0.376086834193899,-0.5170096229707828,0.005815453551828486,0.08646579462059048,0.13851650337852145,0.1384665413598979,Cancelled,3.0
SHP000735,Mumbai,Lucknow,Fastship,2026-01-06,2026-01-05,2026-01-06 23:58:31.541505,2026-01-06 17:04:04.432404,2.94989264866296,2.529859992801811,0.4820307564561251,0.007294330090470804,-0.27997882478300173,-0.7726201421958075,Delivered,1.0
SHP000880,Bangalore,Kolkata,Fastship,2026-01-05,2026-01-05,2026-01-05 10:07:59.480263,2026-01-05 08:51:46.091482,1.5508350609461776,2.3956310273437027,-0.7782012075897433,-0.5834691896463814,-0.5705028034974001,0.5764332799583514,Delivered,1.0
SHP000659,Ahmedabad,Kolkata,Globalline,2026-01-06,2026-01-05,2026-01-07 07:05:23.383587,2026-01-07 01:24:51.588577,-0.008899019156166438,0.2901344865362753,0.39977470117801955,0.3109249967290757,0.6412780656844643,-0.4777764389002991,In Transit,4.0
SHP000003,Kolkata,Pune,Ecotrans,2026-01-05,2026-01-05,2026-01-05 19:17:54.416395,2026-01-05 09:55:41.342263,0.36304350081649134,0.7280975873689233,-0.10961555152855688,-0.19231128614342985,-0.37155015398286045,-1.3619975593065632,Cancelled,3.4301601423487544
SHP001967,Jaipur,Bangalore,Ecotrans,2026-01-05,2026-01-05,2026-01-05 11:51:20.547771,2026-01-05 10:41:39.019599,-0.6228078926844156,-0.6856377075993528,-0.6570255321211198,-0.5099549826073397,-0.34819293469295837,0.6024827616326344,Delivered,3.4301601423487544
SHP002597,Pune,Jaipur,Fastship,2026-01-06,2026-01-05,2026-01-06 13:49:23.481037,2026-01-06 16:25:53.405853,-0.6786751004951717,-0.6226346548521877,-0.15342181320421516,-0.42598617855273996,-0.08159642115337166,1.350000480688524,In Transit,4.0
SHP001485,Mumbai,Ahmedabad,Fastship,2026-01-05,2026-01-05,2026-01-05 11:09:45.720492,2026-01-05 09:56:26.446034,-0.586940824128829,-0.4920675613946209,-0.9197121706828469,-0.5395313819698645,-0.7768966140399229,0.5880077729337826,Delayed,4.0
SHP003778,Hyderabad,Bangalore,Ecotrans,2026-01-05,2026-01-05,2026-01-06 00:53:19.387580,2026-01-06 04:23:11.231347,-0.28565032646574307,0.035843845843051995,1.0265328996905991,0.046272037839642954,1.109736961338956,1.350000480688524,In Transit,3.0
SHP003851,Bangalore,Lucknow,Fastship,2026-01-05,2026-01-05,2026-01-06 08:43:11.929438,2026-01-06 09:53:39.206358,0.5057646774092031,0.940225647035101,0.8542800831363,0.380497129938308,0.48398258175652337,1.161469832840577,Delivered,5.0
SHP000601,Chennai,Bangalore,Fastship,2026-01-05,2026-01-05,2026-01-05 05:01:09.577366,2026-01-05 03:42:45.625939,0.5966517820827095,0.7072022462363625,-1.3027538192204222,-0.801720226469121,-0.9362317909497865,0.5677539455822777,Cancelled,5.0
SHP004072,Chennai,Jaipur,Globalline,2026-01-04,2026-01-05,2026-01-05 14:45:35.714327,2026-01-05 04:01:53.783206,0.2159044645867678,-0.08860813576963014,0.5774403826834473,0.6382716344039708,0.6537367707599064,-1.686991160648987,Delivered,3.4301601423487544
SHP004224,Kolkata,Mumbai,Globalline,2026-01-06,2026-01-06,2026-01-06 16:53:09.147463,2026-01-06 16:22:39.608986,-0.7265944329755422,-0.7048371265391996,-0.6349618833307858,-0.2952759220814016,-0.279877825661985,0.7588345639083378,Delivered,4.0
SHP001811,Kolkata,Mumbai,Globalline,2026-01-06,2026-01-06,2026-01-06 04:01:47.919703,2026-01-06 03:01:32.509606,0.04318679018171945,-0.056162772962289886,-1.1994561595996753,-0.8439439949626663,-1.3631499420039914,0.6401162519133399,In Transit,3.0
SHP001030,Mumbai,Kolkata,Fastship,2026-01-06,2026-01-06,2026-01-06 09:46:06.499059,2026-01-06 08:10:23.261557,-0.6993522983976036,-0.705450928308848,-1.0101295428092487,-0.5990346986370493,-0.9891825635801571,0.4986659511698312,In Transit,4.0
SHP001486,Hyderabad,Pune,Ecotrans,2026-01-06,2026-01-06,2026-01-06 12:11:12.042104,2026-01-06 10:38:33.986335,-0.7506556233577817,-0.6955591771875141,-0.6455098569406522,-0.4958297112789781,-0.27997882478300173,0.5109761656935764,Delivered,5.0
SHP003005,Kolkata,Kolkata,Ecotrans,2026-01-06,2026-01-06,2026-01-10 00:58:53.824590,2026-01-08 14:33:22.080059,-0.11238354839033673,-0.2853617118764097,4.186653357240854,3.1230758801508793,4.126596016304396,-2.3754234253671918,Delivered,5.0
SHP004033,Chennai,Chennai,Fastship,2026-01-07,2026-01-06,2026-01-07 08:40:28.690862,2026-01-07 08:02:21.221683,-0.4176477548394348,-0.129917793133206,-0.9211067240195835,-0.6457177651704183,-0.7825568780825319,0.7283929804578296,Delivered,3.0
SHP000694,Ahmedabad,Jaipur,Ecotrans,2026-01-06,2026-01-06,2026-01-06 07:52:49.283250,2026-01-06 04:27:54.645335,0.048969809889963356,0.30953428484658724,-1.0338646896046406,-0.6796162968214388,-1.1755100951402062,-1.9088412684150553,In Transit,1.0
SHP003618,Lucknow,Hyderabad,Globalline,2026-01-06,2026-01-06,2026-01-07 12:48:27.980653,2026-01-07 09:45:00.945695,-0.336044353643684,-0.22251869909833286,0.8296766352498371,0.554957226427823,0.4944764865209221,0.14874765824131403,Delivered,4.0
SHP004154,Delhi,Kolkata,Fastship,2026-01-06,2026-01-06,2026-01-06 20:39:37.944156,2026-01-06 13:20:49.605119,-0.3449333285563196,-0.5059375765808914,0.776708972021821,-0.13417952825187934,0.6465800654461789,-0.8697574445056339,Delivered,3.0
SHP001217,Pune,Delhi,Globalline,2026-01-06,2026-01-06,2026-01-06 04:48:08.339966,2026-01-06 02:53:45.531021,-0.7935108998844262,-0.6580436482760872,-1.3036165668692898,-0.8109818653553663,-1.507482793809638,0.42424087470730004,Delivered,4.0
SHP001631,Chennai,Ahmedabad,Ecotrans,2026-01-06,2026-01-06,2026-01-08 00:42:00.861467,2026-01-07 16:05:22.686178,-0.4322759842441646,-0.5396896921708704,1.1674326690955992,1.0625077376619034,1.150577179590563,-1.1801913362377214,Delivered,5.0
SHP003160,Mumbai,Lucknow,Globalline,2026-01-06,2026-01-06,2026-01-08 05:34:41.705582,2026-01-07 19:21:47.735219,-0.7726377471609724,-0.7771003879186298,1.92755650099191,1.2706931070916672,2.002467481736894,-1.5641453864254418,Cancelled,5.0
