shipment_id,date,origin_city,destination_city,carrier,product_category,shipment_volume_kg,distance_km,transport_cost_usd,delivery_time_hours,scheduled_delivery_hours,delay_hours,on_time_delivery,customer_satisfaction,warehouse_id
SHP000038,2026-02-03,Ahmedabad,Delhi,PrimeLogistics,Pharmaceuticals,73.97944449995877,284.6353381644602,67.24864114255182,8.068533936413589,7.952803314170842,0.11573062224274722,1,4.416941788860414,W004
SHP000039,2026-01-25,Delhi,Pune,PrimeLogistics,Automotive,1402.7409539282676,1424.329907891009,933.1680682447945,39.23125502860264,34.407461963429,4.823793065173639,0,4.970181673460916,W007
SHP000040,2026-04-16,Ahmedabad,Pune,FastShip,Electronics,74.25356026214921,1639.2154498904433,216.74043435436002,50.84477377581367,45.04472803689207,5.800045738921604,0,5.0,W001
SHP000041,2026-04-14,Hyderabad,Ahmedabad,FastShip,FMCG,466.4353378425344,1433.7370667896364,442.19864671499823,50.3265113340709,39.19841735859975,11.128093975471153,0,3.3109079166228774,W004
SHP000042,2026-02-18,Ahmedabad,Delhi,PrimeLogistics,FMCG,134.57532198758778,278.56568569765113,100.07279914063861,9.769595798424874,6.188518790222659,3.5810770082022145,0,3.708259702883904,W005
SHP000043,2026-04-29,Chennai,Ahmedabad,FastShip,Pharmaceuticals,48.09202508985554,157.9504748841939,39.945416533823746,2.5391699146050786,4.254491342629449,-1.7153214280243705,1,4.553439863185388,W009
SHP000044,2026-01-26,Mumbai,Pune,FastShip,Electronics,84.94714917840261,1092.2621941041284,164.23983407037886,20.79827449726803,25.44416716445588,-4.6458926671878515,1,5.0,W004
SHP000045,2026-02-12,Pune,Chennai,PrimeLogistics,FMCG,340.3342411532152,1127.2067310592024,294.24940571998457,24.869634296308114,29.70927831571808,-4.839644019409967,1,5.0,W007
SHP000046,2026-01-16,Bangalore,Kolkata,FastShip,Pharmaceuticals,43.61677811204876,713.6172985883674,100.26681554070382,13.51888683605246,16.85920404604157,-3.3403172099891094,1,4.94263177926655,W005
SHP000047,2026-04-27,Kolkata,Chennai,PrimeLogistics,FMCG,448.35147192841066,877.0105943871127,302.614726464715,24.471603815109027,20.11741473917927,4.354189075929757,0,4.723464608625584,W004
SHP000048,2026-03-17,Chennai,Mumbai,FastShip,Automotive,353.24898863510697,1457.7322531301184,363.1661145902986,52.831945217204016,34.518521590797626,18.31342362640639,0,3.6848902676349344,W001
SHP000049,2026-01-13,Ahmedabad,Kolkata,GlobalLine,Electronics,46.98145406413454,776.348089437397,90.01282607014481,15.070949519913132,17.146704112011033,-2.0757545920979013,1,4.881304019396666,W009
SHP000050,2026-01-21,Bangalore,Mumbai,FastShip,FMCG,1018.1968026627399,285.8849052369028,637.2926094233304,6.653207844455104,7.101618509143565,-0.4484106646884607,1,4.376108409017576,W007
SHP000051,2026-01-31,Chennai,Hyderabad,FastShip,Textiles,443.92125524239987,1306.6779366485232,356.1644179037989,20.355787720868634,31.683902836203266,-11.328115115334633,1,5.0,W002
SHP000052,2026-04-18,Hyderabad,Bangalore,GlobalLine,Automotive,5649.544059604922,1727.3306982578124,3056.9990141482954,41.66509129418482,39.68992518787669,1.97516610630813,1,4.50237495078979,W004
SHP000053,2026-03-09,Pune,Delhi,EcoTrans,Pharmaceuticals,37.58229728596355,1886.4374587074194,146.42765694463716,41.4741651999897,45.8951738264013,-4.421008626411599,1,4.692433161114335,W006
SHP000054,2026-01-19,Mumbai,Kolkata,FastShip,Electronics,288.6158985179447,1136.6718997002763,307.2142653184665,29.58166868906269,27.64001390613584,1.9416547829268467,1,4.494484761797018,W009
SHP000055,2026-02-24,Kolkata,Delhi,EcoTrans,Electronics,90.5024377905699,1705.2630908419637,139.69802071595137,40.1981756569011,45.84908625060104,-5.65091059369994,1,4.6888814175468605,W004
SHP000056,2026-04-05,Kolkata,Delhi,PrimeLogistics,Textiles,164.30052513295593,1423.8006141918863,221.22129910835878,46.70844744495367,38.81968466299755,7.8887627819561175,0,4.525938142766194,W005
SHP000057,2026-06-06,Mumbai,Pune,EcoTrans,Electronics,66.34977747540131,1526.168028117631,140.07717337437637,36.67342370451756,42.64576029503313,-5.972336590515567,1,4.106164194034109,W003
SHP000058,2026-03-09,Delhi,Mumbai,GlobalLine,Automotive,464.6726599315306,1575.184625409794,346.9414547053077,41.08614667472639,43.4507495346851,-2.3646028599587083,1,5.0,W005
SHP000059,2026-06-04,Chennai,Pune,EcoTrans,FMCG,543.3941342430937,295.935350788272,271.27958944978013,8.914270801206046,7.407709945803763,1.5065608554022827,1,4.587749867666217,W005
SHP000060,2026-05-10,Ahmedabad,Bangalore,FastShip,Electronics,161.4199584227934,1801.494134142781,263.8168361859386,42.97141906733541,39.75001474455904,3.2214043227763725,0,4.612788040538521,W007
SHP000061,2026-03-12,Mumbai,Delhi,EcoTrans,FMCG,350.99875343407115,1300.4907031226187,235.15788840920334,35.49609777139825,30.89870276459006,4.597395006808188,0,5.0,W005
SHP000062,2026-02-11,Ahmedabad,Kolkata,PrimeLogistics,Textiles,107.88990478817719,1529.511605931592,205.24603098779878,40.770426121276905,40.895636012445536,-0.12520989116863035,1,4.551372814257085,W001
SHP000063,2026-01-29,Delhi,Pune,GlobalLine,Textiles,203.8417221276835,938.9079526094164,190.76082274877814,18.801313786307574,22.63283633325824,-3.8315225469506657,1,5.0,W001
SHP000064,2026-04-05,Bangalore,Kolkata,GlobalLine,Electronics,198.02203383222607,292.13308463330145,112.20212349004636,6.754067002832143,7.655585509567905,-0.9015185067357621,1,5.0,W005
SHP000065,2026-04-04,Mumbai,Chennai,GlobalLine,FMCG,138.8972551319022,1644.3191777892548,218.97303237361794,29.751183949155767,45.90282466275093,-16.151640713595164,1,4.667886278347789,W002
SHP000066,2026-04-01,Pune,Kolkata,GlobalLine,FMCG,748.9347868291928,258.65136172747066,417.0629498280936,7.962823904703048,6.55692207553579,1.4059018291672576,1,4.779440552101561,W003
SHP000067,2026-02-15,Pune,Mumbai,GlobalLine,Automotive,1077.5238195259087,121.57192505809623,545.0498135162784,2.035021584343307,2.715651736948423,-0.680630152605116,1,5.0,W007
SHP000068,2026-06-21,Chennai,Bangalore,GlobalLine,Electronics,147.65366988284146,1208.4006536846032,186.25886828139357,34.35856145933453,29.302777501122687,5.055783958211844,0,4.293811368235898,W007
SHP000069,2026-01-10,Ahmedabad,Delhi,GlobalLine,Pharmaceuticals,39.97480103181871,240.21347299725784,39.62674418112454,6.702768343515205,6.681733576736344,0.02103476677886018,1,5.0,W006
SHP000070,2026-03-20,Chennai,Delhi,FastShip,FMCG,422.5556288402012,1421.9225090707725,386.491796300994,44.62598540952433,36.636328958481606,7.989656451042727,0,4.292705357764903,W007
SHP000071,2026-03-26,Kolkata,Ahmedabad,FastShip,Automotive,5057.331880188114,627.0242476641521,2901.5658122588306,12.398990612480596,15.539034309614705,-3.140043697134109,1,5.0,W006
SHP000072,2026-06-14,Pune,Hyderabad,EcoTrans,Electronics,40.62453725488701,247.69581023347118,37.34494558496931,7.505799182653202,6.9149894416253455,0.5908097410278561,1,5.0,W002
SHP000073,2026-03-08,Bangalore,Hyderabad,EcoTrans,Electronics,161.52336894217498,1400.9892278523707,152.85429070752528,32.92929515850879,38.47895804975473,-5.549662891245937,1,5.0,W002
SHP000074,2026-06-02,Pune,Bangalore,EcoTrans,Pharmaceuticals,65.97499052932727,894.6617689521759,96.56823873230292,31.505970246187285,24.33156442538409,7.1744058208031944,0,4.047971591867328,W010
SHP000075,2026-05-11,Delhi,Kolkata,GlobalLine,Automotive,329.1580739103802,1942.837355847746,341.9020487859415,70.28943747306681,52.514839772603935,17.774597700462877,0,1.9964079292958459,W001
SHP000076,2026-04-22,Mumbai,Hyderabad,GlobalLine,Automotive,581.0440668240607,619.4734366683418,309.9063522577438,16.86453004850668,16.842450859799918,0.022079188706761954,1,5.0,W007
SHP000077,2026-01-18,Hyderabad,Kolkata,EcoTrans,Electronics,80.1905098396604,956.0338570891777,91.74185613672765,30.63259316859773,26.5053753566622,4.12721781193553,0,3.9029831610355186,W005
SHP000078,2026-05-10,Kolkata,Pune,PrimeLogistics,Automotive,1588.5493821923544,1376.2313003711279,1018.3135577751053,35.99565597767823,33.234577067261576,2.761078910416657,0,4.349648840680057,W007
SHP000079,2026-06-28,Kolkata,Hyderabad,GlobalLine,FMCG,839.8944912617691,1088.3106521127875,542.7241540564719,28.34332482337527,27.54671089615433,0.7966139272209389,1,5.0,W007
SHP000080,2026-06-20,Pune,Hyderabad,GlobalLine,Textiles,213.25435494259,866.6174458035543,163.07708789125272,22.315509507537868,19.215245224258535,3.1002642832793335,0,5.0,W010
SHP000081,2026-03-19,Pune,Kolkata,FastShip,Automotive,555.7318263293888,359.10580361486257,332.1921627019667,10.140282464429326,8.655715841782671,1.4845666226466552,1,3.9861067858525505,W005
SHP000082,2026-02-23,Pune,Ahmedabad,EcoTrans,Pharmaceuticals,65.12755981365501,931.2023518450852,98.35673972291102,30.85753418372706,22.43222960020191,8.42530458352515,0,4.194516931857373,W008
SHP000083,2026-04-24,Chennai,Hyderabad,PrimeLogistics,FMCG,879.8526236629851,1738.4910466188157,694.1666455290233,26.05549266060552,39.78091860435512,-13.725425943749602,1,4.992640870682532,W002
SHP000084,2026-03-14,Hyderabad,Mumbai,GlobalLine,Automotive,1906.8655016323137,590.6643377680209,992.5074433459646,7.956262210974864,16.467837183328964,-8.5115749723541,1,4.9554399802436055,W004
SHP000085,2026-02-20,Bangalore,Mumbai,FastShip,FMCG,151.39667706199728,244.14032340646145,105.79348790251616,6.489273533254254,5.558654030146166,0.9306195031080877,1,4.3563120972656355,W008
SHP000086,2026-06-06,Delhi,Kolkata,PrimeLogistics,Textiles,250.4547283748005,756.7678383153401,220.5620691019745,14.167815528338492,18.800965998614245,-4.633150470275753,1,5.0,W004
SHP000087,2026-06-28,Pune,Chennai,PrimeLogistics,FMCG,240.91171099970342,436.31992012581895,156.83964453934593,7.949548801242614,9.914853244625553,-1.965304443382939,1,4.282955565383738,W003
SHP000088,2026-06-17,Mumbai,Ahmedabad,FastShip,Pharmaceuticals,33.852036468607714,792.1127359913434,96.41989810996192,17.085276339280888,20.707703411528843,-3.6224270722479552,1,5.0,W004
SHP000089,2026-02-15,Ahmedabad,Mumbai,GlobalLine,Electronics,94.94273188705995,1631.7824316068165,186.85269861422856,35.622843424857706,37.70580244123747,-2.0829590163797675,1,4.726360081831239,W008
SHP000090,2026-02-04,Ahmedabad,Hyderabad,EcoTrans,Pharmaceuticals,22.362617005016823,1020.5936718629405,80.77064821009895,34.87478882613564,24.712126337037702,10.16266248909794,0,3.859215731312017,W010
SHP000091,2026-05-10,Pune,Ahmedabad,PrimeLogistics,FMCG,468.0238568658595,1072.1871400197656,354.02487341364196,26.166666976393735,24.277567794406206,1.889099181987529,1,5.0,W008
SHP000092,2026-04-26,Kolkata,Ahmedabad,GlobalLine,Automotive,195.58779027580584,560.6939569059864,136.065948220653,11.405435491203207,13.604512753666267,-2.19907726246306,1,4.459225998192802,W009
SHP000093,2026-05-05,Chennai,Bangalore,PrimeLogistics,Electronics,233.45952695118905,1599.4253533539427,269.06831381028036,43.960987898737976,36.02149284871386,7.939495050024114,0,5.0,W005
SHP000094,2026-03-02,Kolkata,Bangalore,EcoTrans,Textiles,325.93823102269926,1516.335000950227,238.3318455878362,26.963490155399057,34.52009689226944,-7.5566067368703855,1,4.308600134517832,W002
SHP000095,2026-02-05,Bangalore,Delhi,PrimeLogistics,FMCG,577.2593361004688,776.5837792059078,423.37463844234827,29.41035781831966,19.90745253391366,9.502905284406001,0,3.868998051845911,W004
SHP000096,2026-01-17,Pune,Chennai,EcoTrans,Textiles,174.1983962471727,390.43236445023086,95.47321588567033,7.638083651404765,8.965923268814109,-1.327839617409344,1,4.568004615160092,W008
SHP000097,2026-04-17,Mumbai,Bangalore,PrimeLogistics,Pharmaceuticals,37.26374760075471,879.7539712803568,107.35967777461455,15.802457248453033,19.945987382889264,-4.143530134436231,1,5.0,W010
SHP000098,2026-06-28,Mumbai,Ahmedabad,PrimeLogistics,Pharmaceuticals,35.3270428013428,1744.4635391985626,183.90972277899886,46.221730593567436,41.07761033298515,5.144120260582284,0,3.996810351542496,W001
SHP000099,2026-04-01,Kolkata,Ahmedabad,PrimeLogistics,Pharmaceuticals,38.028854892093314,1186.0641099928098,119.77624947871819,37.49963169352445,31.56941812555412,5.9302135679703305,0,4.124700141568179,W009
SHP000100,2026-05-20,Chennai,Kolkata,GlobalLine,Automotive,541.4764455724942,908.3292333711919,343.9272492068722,22.68767629490859,21.304370212604056,1.3833060823045358,1,4.409511079217342,W007
SHP000101,2026-05-05,Mumbai,Kolkata,EcoTrans,Pharmaceuticals,47.1837367190226,393.2891590209844,46.62023452783994,5.79307624402194,9.909131398651716,-4.116055154629777,1,4.925724297496475,W003
SHP000102,2026-04-30,Bangalore,Hyderabad,FastShip,Pharmaceuticals,31.05091366697409,355.38788618405107,48.14158461331489,12.427436965954378,9.92945274242113,2.4979842235332477,0,4.461755642885101,W010
SHP000103,2026-05-25,Mumbai,Delhi,PrimeLogistics,FMCG,546.7547571154365,1544.4329337904044,444.97687171519266,27.51709231605388,38.347431321718204,-10.830339005664325,1,4.114878405829054,W008
SHP000104,2026-02-16,Mumbai,Chennai,PrimeLogistics,Automotive,530.0079069614037,1866.1053740708692,485.8557042866205,56.67121741497035,51.85936965426584,4.811847760704509,0,4.216822630571638,W004
SHP000105,2026-04-27,Hyderabad,Bangalore,PrimeLogistics,Automotive,1160.1970319256927,1191.4989150418326,793.7533122800245,26.153127616225294,27.212207941538573,-1.0590803253132783,1,4.702741973637876,W007
SHP000106,2026-03-06,Delhi,Kolkata,FastShip,Textiles,263.38209246445643,410.94629144483855,184.21993473421216,11.849749300946181,11.049297174089267,0.8004521268569142,1,5.0,W001
SHP000107,2026-03-31,Chennai,Pune,FastShip,Electronics,155.24434020613887,845.6457041030072,185.36705860190256,19.134364082678054,20.83232078399059,-1.6979567013125347,1,4.661793489757981,W001
SHP000108,2026-03-05,Chennai,Ahmedabad,FastShip,Textiles,64.34611684079114,672.61796091187,108.28861171975645,18.201682678482392,16.826427722218078,1.375254956264314,1,4.752924239969136,W003
SHP000109,2026-03-03,Bangalore,Kolkata,FastShip,Textiles,297.12244669438786,1822.2970108326392,361.9905004836203,18.500739136339412,41.36867193924834,-22.867932802908925,1,5.0,W004
SHP000110,2026-04-30,Kolkata,Ahmedabad,EcoTrans,FMCG,465.8888552709476,736.3206678484636,230.1752281818974,22.82455532385116,19.70699763857824,3.1175576852729208,0,5.0,W010
SHP000111,2026-06-05,Delhi,Ahmedabad,GlobalLine,Automotive,1240.213290276605,388.18227149222724,626.6413689927851,9.684630709467696,9.118764445234975,0.5658662642327208,1,5.0,W002
SHP000112,2026-05-29,Mumbai,Chennai,PrimeLogistics,Pharmaceuticals,42.9237841195215,1765.8547098473239,173.34971824507448,44.34198302281708,47.55013009335068,-3.208147070533599,1,4.5106181421088465,W004
SHP000113,2026-01-20,Chennai,Mumbai,EcoTrans,Textiles,157.16479611728215,535.5776509420189,107.8022480952782,15.426177279760891,14.096521181739055,1.329656098021836,1,5.0,W002
SHP000114,2026-05-25,Mumbai,Chennai,PrimeLogistics,Automotive,2212.2255819845195,1131.1764423604327,1250.927825757114,15.122550688054195,27.232140716349633,-12.109590028295438,1,5.0,W002
SHP000115,2026-05-10,Hyderabad,Mumbai,PrimeLogistics,Pharmaceuticals,47.48237317942025,391.3676659205524,61.60000072499078,9.661864556996358,9.798019479076025,-0.13615492207966717,1,4.898576890164923,W002
SHP000116,2026-04-21,Hyderabad,Pune,PrimeLogistics,FMCG,340.6087146130342,1757.0354269938878,371.50681792112795,49.97729366218808,44.61253354108202,5.364760121106059,0,4.5754660000289595,W007
SHP000117,2026-02-15,Kolkata,Hyderabad,PrimeLogistics,Pharmaceuticals,26.640230725185237,1194.947884316945,122.36459417170636,32.78674856252551,29.329737745053063,3.4570108174724474,0,4.746240594205334,W007
SHP000118,2026-06-01,Kolkata,Bangalore,GlobalLine,Electronics,105.58176049027833,1858.580174522875,199.49634412076733,42.73875841979729,42.15153576151129,0.5872226582860023,1,5.0,W005
SHP000119,2026-04-26,Chennai,Ahmedabad,PrimeLogistics,Textiles,84.20120453795883,204.04711376185952,62.14853904440996,7.5643641177516505,5.4719560765219875,2.092408041229663,0,5.0,W010
SHP000120,2026-06-21,Pune,Bangalore,FastShip,Pharmaceuticals,14.444552286455266,1847.725671184245,180.3309795540984,40.76110731369892,44.49641079311277,-3.735303479413851,1,5.0,W006
SHP000121,2026-02-16,Ahmedabad,Delhi,EcoTrans,Automotive,910.5222423588303,367.62833872161974,385.3068653880946,5.734723931237899,9.187108150063287,-3.4523842188253875,1,5.0,W006
SHP000122,2026-03-13,Kolkata,Hyderabad,FastShip,Textiles,181.423593931475,788.5484083216029,187.5293969886805,18.97222619694882,20.339490970340485,-1.367264773391664,1,4.446737045629165,W004
SHP000123,2026-01-22,Chennai,Pune,PrimeLogistics,Pharmaceuticals,102.30476084694834,227.44530703801223,80.09634267365492,5.368569072699158,5.290249007259999,0.0783200654391587,1,4.934745983714572,W009
SHP000124,2026-03-03,Ahmedabad,Hyderabad,PrimeLogistics,Pharmaceuticals,38.88571416688985,462.3066692609665,56.31684524274683,9.43428455744406,11.480184906113283,-2.045900348669223,1,5.0,W001
SHP000125,2026-01-24,Kolkata,Delhi,PrimeLogistics,FMCG,284.1774203199038,1096.3415117224022,249.78088736523836,36.81586831802535,26.75575233790816,10.060115980117192,0,3.4052242193508127,W005
SHP000126,2026-06-19,Hyderabad,Chennai,EcoTrans,Pharmaceuticals,39.650081672850845,445.66344794101514,50.56850060271538,7.994255482212828,12.334490328731023,-4.340234846518196,1,4.611091656204563,W009
SHP000127,2026-03-26,Hyderabad,Pune,PrimeLogistics,Automotive,501.86400756575165,148.23407575465524,269.1906226511474,5.605499186860459,3.8979385562575817,1.707560630602877,1,4.784633349142878,W005
SHP000128,2026-03-06,Chennai,Mumbai,GlobalLine,Automotive,1115.123921104878,521.747107672604,567.0682612820167,11.800804578964593,13.58178494263037,-1.7809803636657762,1,5.0,W002
SHP000129,2026-05-18,Bangalore,Delhi,GlobalLine,Pharmaceuticals,22.41569011252393,288.9386462427558,32.55991982659719,8.96505995172276,7.608795194438325,1.3562647572844346,1,4.981699526849099,W005
SHP000130,2026-05-31,Kolkata,Mumbai,GlobalLine,Automotive,1303.3082633311549,854.6487062750641,744.2311628233762,22.797179366018792,19.853408915354432,2.94377045066436,0,4.550849735276569,W004
SHP000131,2026-04-03,Bangalore,Chennai,FastShip,Textiles,231.02087000918036,900.7066461257461,242.75689805442133,16.653583642475667,24.233207308109503,-7.579623665633836,1,4.379249384525439,W003
SHP000132,2026-03-12,Mumbai,Delhi,EcoTrans,FMCG,202.91797788440408,821.4155755178072,144.66251698522873,13.18467740863339,19.392292560203288,-6.207615151569897,1,5.0,W008
SHP000133,2026-01-27,Mumbai,Hyderabad,EcoTrans,Pharmaceuticals,15.8923923395825,659.4849431296436,56.22721309813758,24.96498761262459,17.530187891261654,7.4347997213629355,0,4.742431372950074,W008
SHP000134,2026-04-23,Hyderabad,Delhi,FastShip,Automotive,1068.5538787069677,1619.724986299899,784.7105536594341,38.61116573931045,35.852314299263604,2.758851440046847,0,3.8690306596670028,W008
SHP000135,2026-01-30,Delhi,Kolkata,PrimeLogistics,Electronics,51.179814250183654,364.77654073836584,64.28509142601723,12.071138519513784,10.179604829278121,1.8915336902356632,1,4.166622941097771,W010
SHP000136,2026-06-11,Mumbai,Bangalore,GlobalLine,Textiles,206.40706296361122,617.383920386801,137.8960828824494,17.800125100825618,16.96928653810539,0.8308385627202277,1,4.4277297549204615,W005
SHP000137,2026-01-22,Chennai,Mumbai,PrimeLogistics,Textiles,240.70398957491759,1337.698737868542,266.5986770693437,17.85445714513755,31.086149081328195,-13.231691936190646,1,5.0,W010
SHP000138,2026-06-08,Chennai,Ahmedabad,PrimeLogistics,Pharmaceuticals,68.4983832481302,1363.5696816378854,147.4315147601437,20.230857007011018,37.47971943197814,-17.248862424967122,1,4.360211516632149,W008
SHP000139,2026-03-18,Pune,Bangalore,FastShip,Textiles,143.60008561691205,415.93840063655085,132.09287613199078,9.418315000611868,9.357279687073802,0.06103531353806524,1,4.27671398506677,W002
